ws;Technology;cat;par;unit;priceyear;note;ref;est;year;val
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Financial data;Nominal investment (installation) [MEUR/MW_e];MEUR/MW_e;2020;0;;ctrl;2030;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Financial data;Nominal investment (installation) [MEUR/MW_e];MEUR/MW_e;2020;0;;ctrl;2050;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Financial data;Nominal investment (installation) [MEUR/MW_e];MEUR/MW_e;2020;0;;lower;2020;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Financial data;Nominal investment (installation) [MEUR/MW_e];MEUR/MW_e;2020;0;;lower;2050;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Financial data;Nominal investment (installation) [MEUR/MW_e];MEUR/MW_e;2020;0;;upper;2020;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Financial data;Nominal investment (installation) [MEUR/MW_e];MEUR/MW_e;2020;0;;upper;2050;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Financial data;Variable O&M (*total, additional to existing plant) [EUR/MWh_e];EUR/MWh_e;2020;[A, D, F];7;ctrl;2015;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Financial data;Variable O&M (*total, additional to existing plant) [EUR/MWh_e];EUR/MWh_e;2020;[A, D, F];7;ctrl;2020;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Financial data;Variable O&M (*total, additional to existing plant) [EUR/MWh_e];EUR/MWh_e;2020;[A, D, F];7;ctrl;2030;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Financial data;Variable O&M (*total, additional to existing plant) [EUR/MWh_e];EUR/MWh_e;2020;[A, D, F];7;ctrl;2050;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Financial data;Variable O&M (*total, additional to existing plant) [EUR/MWh_e];EUR/MWh_e;2020;[A, D, F];7;lower;2020;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Financial data;Variable O&M (*total, additional to existing plant) [EUR/MWh_e];EUR/MWh_e;2020;[A, D, F];7;lower;2050;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Financial data;Variable O&M (*total, additional to existing plant) [EUR/MWh_e];EUR/MWh_e;2020;[A, D, F];7;upper;2020;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Financial data;Variable O&M (*total, additional to existing plant) [EUR/MWh_e];EUR/MWh_e;2020;[A, D, F];7;upper;2050;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Cold start-up time (additional to existing plant) [hours];hours;;[A, F];7;ctrl;2015;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Cold start-up time (additional to existing plant) [hours];hours;;[A, F];7;ctrl;2020;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Cold start-up time (additional to existing plant) [hours];hours;;[A, F];7;ctrl;2030;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Cold start-up time (additional to existing plant) [hours];hours;;[A, F];7;lower;2020;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Cold start-up time (additional to existing plant) [hours];hours;;[A, F];7;upper;2020;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Minimum load (of full load, additional to existing plant) [];;;[A, F];7;ctrl;2015;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Minimum load (of full load, additional to existing plant) [];;;[A, F];7;ctrl;2020;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Minimum load (of full load, additional to existing plant) [];;;[A, F];7;ctrl;2030;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Minimum load (of full load, additional to existing plant) [];;;[A, F];7;lower;2020;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Minimum load (of full load, additional to existing plant) [];;;[A, F];7;upper;2020;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Primary regulation (of full load, additional to existing plant, per 30 seconds) [];;;[A, F];7;ctrl;2015;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Primary regulation (of full load, additional to existing plant, per 30 seconds) [];;;[A, F];7;ctrl;2020;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Primary regulation (of full load, additional to existing plant, per 30 seconds) [];;;[A, F];7;ctrl;2030;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Primary regulation (of full load, additional to existing plant, per 30 seconds) [];;;[A, F];7;lower;2020;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Primary regulation (of full load, additional to existing plant, per 30 seconds) [];;;[A, F];7;upper;2020;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Secondary regulation (of full load, additional to existing plant, per minute) [];;;[A, F];7;ctrl;2015;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Secondary regulation (of full load, additional to existing plant, per minute) [];;;[A, F];7;ctrl;2020;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Secondary regulation (of full load, additional to existing plant, per minute) [];;;[A, F];7;ctrl;2030;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Secondary regulation (of full load, additional to existing plant, per minute) [];;;[A, F];7;lower;2020;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Secondary regulation (of full load, additional to existing plant, per minute) [];;;[A, F];7;upper;2020;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Warm start-up time (additional to existing plant) [hours];hours;;[A, F];7;ctrl;2015;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Warm start-up time (additional to existing plant) [hours];hours;;[A, F];7;ctrl;2020;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Warm start-up time (additional to existing plant) [hours];hours;;[A, F];7;ctrl;2030;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Warm start-up time (additional to existing plant) [hours];hours;;[A, F];7;lower;2020;0
02 LTE existing plant;Life time extension of coal extraction plant - refurbish - coal - large;Regulation ability;Warm start-up time (additional to existing plant) [hours];hours;;[A, F];7;upper;2020;0
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Cb coefficient (50¡C/100¡C, additional to existing plant);;;[A, B, C, I];10;ctrl;2015;-0,02
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Cb coefficient (50¡C/100¡C, additional to existing plant);;;[A, B, C, I];10;ctrl;2020;-0,02
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Cb coefficient (50¡C/100¡C, additional to existing plant);;;[A, B, C, I];10;ctrl;2030;-0,02
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Cb coefficient (50¡C/100¡C, additional to existing plant);;;[A, B, C, I];10;lower;2020;0
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Cb coefficient (50¡C/100¡C, additional to existing plant);;;[A, B, C, I];10;upper;2020;-0,05
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Construction time [years];years;;C;10;ctrl;2015;2
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Construction time [years];years;;C;10;ctrl;2020;2
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Construction time [years];years;;C;10;ctrl;2030;2
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Construction time [years];years;;C;10;lower;2020;1,5
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Construction time [years];years;;C;10;upper;2020;2,5
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Cv coefficient (50¡C/100¡C, additional to existing plant);;;[A, C];10;ctrl;2015;0
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Cv coefficient (50¡C/100¡C, additional to existing plant);;;[A, C];10;ctrl;2020;0
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Cv coefficient (50¡C/100¡C, additional to existing plant);;;[A, C];10;ctrl;2030;0
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Cv coefficient (50¡C/100¡C, additional to existing plant);;;[A, C];10;lower;2020;-0,01
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Cv coefficient (50¡C/100¡C, additional to existing plant);;;[A, C];10;upper;2020;0,01
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Electrical efficiency (net, annual average, additional to existing plant) [];;;[A, B, C, I];10;ctrl;2015;-0,01
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Electrical efficiency (net, annual average, additional to existing plant) [];;;[A, B, C, I];10;ctrl;2020;-0,01
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Electrical efficiency (net, annual average, additional to existing plant) [];;;[A, B, C, I];10;ctrl;2030;-0,01
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Electrical efficiency (net, annual average, additional to existing plant) [];;;[A, B, C, I];10;lower;2020;0
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Electrical efficiency (net, annual average, additional to existing plant) [];;;[A, B, C, I];10;upper;2020;-0,02
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Electrical efficiency (net, name plate, additional to existing plant) [];;;[A, B, C, I];10;ctrl;2015;-0,01
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Electrical efficiency (net, name plate, additional to existing plant) [];;;[A, B, C, I];10;ctrl;2020;-0,01
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Electrical efficiency (net, name plate, additional to existing plant) [];;;[A, B, C, I];10;ctrl;2030;-0,01
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Electrical efficiency (net, name plate, additional to existing plant) [];;;[A, B, C, I];10;lower;2020;0
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Electrical efficiency (net, name plate, additional to existing plant) [];;;[A, B, C, I];10;upper;2020;-0,02
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Forced outage (additional to existing plant) [];;;A;10;ctrl;2015;0
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Forced outage (additional to existing plant) [];;;A;10;ctrl;2020;0
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Forced outage (additional to existing plant) [];;;A;10;ctrl;2030;0
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Forced outage (additional to existing plant) [];;;A;10;lower;2020;-0,01
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Forced outage (additional to existing plant) [];;;A;10;upper;2020;0,01
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;;;ctrl;2015;300
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;;;ctrl;2020;300
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;;;ctrl;2030;300
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;;;lower;2020;200
03a Coal to wood pellets exi bo;Rebuild extraction plant from coal to biomass a) existing boiler - fuel conversion - wood pellets - large;Energy/technical data;Generating capacity for one unit [MW_e];MW_e;;;;upper;2020;400
